,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Nuwe Uitsig,1145512.0,1124677.0,1273955.0,1266834.0,1263329.0,1512921.0,1337878.0,1439789.0,1859391.0,2592500.0
Berghof,325000.0,1200000.0,697000.0,427891.0,802857.0,391400.0,628636.0,755363.0,613333.0,770000.0
Table View,967475.0,987243.0,950032.0,1102823.0,1221202.0,1465390.0,1563906.0,1577074.0,1708956.0,1594246.0
Sandy Point Beach Estate,210792.0,439166.0,115408.0,564055.0,424261.0,376138.0,477893.0,636529.0,497550.0,402875.0
Loevenstein,1346785.0,1232374.0,1507654.0,1307457.0,1696728.0,1515542.0,1803393.0,1886983.0,1876579.0,1937857.0
Ilitha Park,209453.0,265248.0,254424.0,316338.0,321401.0,314520.0,348842.0,414747.0,487210.0,431400.0
Constantia Vale,,,,,,,,,,
Welcome Glen,897291.0,836833.0,815136.0,1000110.0,1111972.0,1492514.0,1474259.0,1734133.0,1507222.0,1500000.0
Menkenkop,1442000.0,1070526.0,1295281.0,1394333.0,1403500.0,1407866.0,1470454.0,1826818.0,1628181.0,1183333.0
Noordhaven,3262233.0,2891666.0,3723666.0,3166470.0,4118333.0,5721875.0,5716666.0,6065916.0,5606666.0,
Newton,399285.0,408195.0,498812.0,488975.0,618317.0,699703.0,604696.0,677700.0,539845.0,373218.0
Saldanha Central,483777.0,468235.0,554042.0,561347.0,669462.0,711847.0,701752.0,750141.0,816778.0,795392.0
Somerset Ridge,1016063.0,1163279.0,1087351.0,1235460.0,1393949.0,1460966.0,1748457.0,1730212.0,1770703.0,1517500.0
Hartenbos Central,1080869.0,1017530.0,1203345.0,1089439.0,1303926.0,1268456.0,1376974.0,1322013.0,1376326.0,1863750.0
Hermon,,,,,,,,,,
Hooikraal,321100.0,119683.0,100076.0,279183.0,75045.0,96095.0,213892.0,265684.0,141666.0,157500.0
Hawston,309125.0,154285.0,241375.0,284527.0,135333.0,163409.0,303851.0,211066.0,185104.0,215000.0
Avonddans,270866.0,976666.0,628346.0,164236.0,95570.0,256000.0,295200.0,277080.0,472058.0,410000.0
Bongweni,230549.0,195400.0,218921.0,213115.0,262963.0,365712.0,306713.0,276666.0,557772.0,213000.0
Leipoldtville,,,,,,,,,,
Moorreesburg Rural,,,,,,,,,,
Goedehoop Estate,,,,,,,,,,
Pine Acres,367666.0,446656.0,506990.0,494512.0,415885.0,384852.0,506619.0,725564.0,528058.0,1007000.0
Knysna,1307598.0,1422173.0,1415351.0,1395302.0,1457022.0,1579763.0,1504996.0,1157250.0,1545577.0,1749885.0
Saldanha,377748.0,330327.0,479902.0,469053.0,581357.0,522058.0,556327.0,589310.0,691997.0,696857.0
Montage,1050555.0,740454.0,839166.0,802000.0,1011000.0,997000.0,1125000.0,1339000.0,1493571.0,1552500.0
Langerug,930380.0,1129000.0,796676.0,1066551.0,1265098.0,1376129.0,1199360.0,1335725.0,1962115.0,1616666.0
Beverly Park,295888.0,214541.0,310578.0,329250.0,364200.0,398933.0,414285.0,281659.0,530486.0,610000.0
Cape St Martin Private Reserve,619529.0,577875.0,1316666.0,976250.0,1776666.0,1613642.0,1004444.0,731666.0,538428.0,0.0
Wellington Central,326195.0,512250.0,294333.0,382476.0,419231.0,534968.0,561880.0,785918.0,530769.0,680000.0
Laguna Sands,172961.0,150205.0,147233.0,377666.0,555816.0,623433.0,748756.0,934277.0,824523.0,495555.0
Napier,582247.0,525379.0,632304.0,706090.0,600686.0,642364.0,863794.0,647369.0,619396.0,886500.0
Klipkop Estate,,,,,,,,,,
Misty Cliffs,3175000.0,4105250.0,3400000.0,1566666.0,4162500.0,4530000.0,3756250.0,2841666.0,5100000.0,2200000.0
Wemmershoek,600000.0,150000.0,80000.0,306666.0,87400.0,121600.0,129000.0,115000.0,,
Mitchells Plain,308881.0,313775.0,330242.0,354165.0,384069.0,403446.0,440547.0,492720.0,554396.0,587142.0
Harkerville A H,,,,,,,,,,
Saxonsea,259272.0,234494.0,210549.0,255913.0,328184.0,358071.0,282888.0,383668.0,430410.0,258000.0
Brackenfell South,684079.0,706831.0,792849.0,915068.0,960110.0,1031225.0,1274902.0,1330502.0,1307769.0,1374520.0
High Constantia,,,,,,,,,,
Hermanus Beach Club,,,,,,,,,,
Balvenie,326680.0,281125.0,440625.0,447142.0,446928.0,532000.0,627437.0,631111.0,713750.0,600000.0
Parklands North,415128.0,553642.0,477383.0,793424.0,985777.0,1002895.0,1281145.0,1804943.0,1998973.0,1833913.0
The Vines,645333.0,685300.0,685600.0,776454.0,835000.0,923857.0,983750.0,1253250.0,1281000.0,1272500.0
Tergniet,833129.0,828235.0,816045.0,708371.0,1055935.0,924298.0,997144.0,1167493.0,1218164.0,1325384.0
Eendekuil,190000.0,215500.0,98333.0,358750.0,35000.0,319400.0,203571.0,365857.0,88333.0,
Houghton Place,256961.0,294421.0,325538.0,301766.0,346831.0,371845.0,537220.0,644999.0,692181.0,650000.0
Briza,1647484.0,1864925.0,1726129.0,1922702.0,2242811.0,2027916.0,2493125.0,2500000.0,2505000.0,2116666.0
Mykonos,15353.0,222684.0,474181.0,717552.0,594833.0,564530.0,365245.0,491685.0,955237.0,627833.0
Toekomsrus,199826.0,302000.0,195863.0,253272.0,242808.0,283555.0,316059.0,240211.0,132746.0,0.0
Bellville South,365802.0,449270.0,449358.0,502599.0,547577.0,532122.0,551972.0,622898.0,712738.0,892500.0
Laaiplek,341604.0,484583.0,342564.0,592607.0,451593.0,448236.0,505083.0,601318.0,303094.0,462857.0
Dido Valley,,,,,,,,,,
Fynbosstrand,,,,,,,,,,
Gordons Bay Village,1078784.0,950834.0,895177.0,1182782.0,760395.0,1524059.0,966298.0,621964.0,1509598.0,2255054.0
Blanco,633387.0,922325.0,560944.0,610779.0,648901.0,700673.0,837933.0,883813.0,1170183.0,1468300.0
Lentegeur,307079.0,263520.0,257746.0,300512.0,313189.0,390410.0,477031.0,494986.0,513592.0,494066.0
Sunset Beach,3225833.0,2687019.0,3252836.0,3267783.0,4087452.0,5025351.0,5841363.0,5152187.0,5613333.0,
Door De Kraal,1665185.0,1703721.0,1762105.0,2054464.0,2261739.0,2599782.0,2641000.0,1811944.0,2759206.0,3479400.0
Tierboskloof,6000000.0,4512500.0,5962500.0,5790000.0,3000000.0,6402000.0,6385000.0,5500000.0,11066666.0,6250000.0
Mossel Bay Central,962366.0,1104026.0,1006164.0,1355061.0,1206248.0,1142344.0,1504811.0,1450235.0,1472786.0,1215384.0
Strand,618343.0,619454.0,632190.0,753884.0,780738.0,551431.0,853600.0,882851.0,957854.0,1008861.0
Langebaan North,190333.0,656858.0,268928.0,431714.0,485000.0,467916.0,787875.0,1230875.0,382857.0,0.0
West Beach,1267190.0,1190383.0,1453698.0,1634390.0,1562937.0,1759351.0,2125511.0,2003157.0,2004148.0,3267500.0
Courtrai,1999180.0,1650625.0,2138222.0,2260533.0,2330208.0,2556333.0,2931333.0,3145333.0,3139444.0,2572500.0
De Velde,,,,,,,,,,
Dalsig,356351.0,537535.0,646870.0,513673.0,680844.0,559688.0,590810.0,640038.0,681747.0,413333.0
Tuscany Glen,438533.0,561833.0,492500.0,511254.0,550445.0,677380.0,628076.0,760357.0,1003928.0,976666.0
Protea Park,216555.0,217058.0,244952.0,197641.0,239385.0,282518.0,342812.0,336071.0,410588.0,390000.0
The Crest,866639.0,683207.0,1008772.0,1068375.0,1355850.0,1347500.0,1398823.0,1530125.0,1317500.0,2091666.0
Olifantskop,550000.0,700000.0,700000.0,318928.0,266803.0,464210.0,542727.0,645500.0,728250.0,1066666.0
Riebeek Valley,848056.0,886609.0,1126125.0,1177979.0,1317266.0,1151824.0,1456081.0,1210925.0,1369812.0,1631462.0
Lake Michelle Security And Eco Estate,850555.0,1360333.0,1451538.0,2256250.0,2839650.0,4731800.0,4343928.0,4589463.0,4582142.0,5016666.0
Maremmana Estate,,,,,,,,,,
Ceres Rural,,,,,,,,,,
Oudtshoorn,444310.0,449075.0,478420.0,493307.0,605254.0,615603.0,646013.0,653479.0,754627.0,801908.0
Calitzdorp Rural,,,,,,,,,,
Koue Bokkeveld,287000.0,60000.0,40200.0,132270.0,51333.0,110498.0,150000.0,99000.0,114900.0,262500.0
Hartenbos Rural,,,,,,,,,,
Whispering Pines,473467.0,465872.0,453882.0,502014.0,508784.0,563062.0,596422.0,703317.0,704309.0,830493.0
Ranzadale,1080785.0,1096500.0,1224130.0,1473529.0,1454250.0,1435333.0,1671176.0,1699125.0,1822500.0,0.0
Keurbooms,944000.0,844877.0,716739.0,893210.0,1340758.0,894172.0,1275709.0,1784718.0,2181934.0,2456452.0
Myoli Beach,3956166.0,1716000.0,1392000.0,638500.0,2386666.0,2632500.0,1352857.0,1517500.0,3424166.0,2045000.0
Camps Bay,5857837.0,6266264.0,6504176.0,7198162.0,8874888.0,12333466.0,13745664.0,13894457.0,5400755.0,11030000.0
Bellville Central,860571.0,114287.0,164692.0,235141.0,283928.0,270333.0,339270.0,436562.0,392181.0,365000.0
Hout Bay Central,,,,,,,,,,
Hazelwood Park,,,,,,,,,,
Stellenbosch Farms,8718110.0,1938609.0,2382730.0,1853141.0,5001491.0,4780446.0,12784795.0,6410374.0,3006009.0,7086220.0
Danger Point,,,,,,,,,,
Rustdal,459280.0,450000.0,588964.0,686000.0,596154.0,764066.0,857857.0,1345785.0,1077800.0,1155000.0
Brenton On Lake,803461.0,803500.0,1202857.0,868397.0,1120488.0,1276472.0,1518689.0,1049312.0,1176468.0,1330000.0
Bredasdorp Rural,,,,,,,,,,
Somerset West,1047527.0,1279164.0,1309802.0,1489567.0,1553952.0,1800808.0,1975705.0,1943047.0,2083355.0,1936197.0
Kuils River South,104066.0,99400.0,99457.0,175000.0,156571.0,317636.0,437818.0,515565.0,635909.0,717500.0
Klaarstroom,,,,,,,,,,
Wilderness,1217913.0,1148078.0,1034547.0,1169110.0,1365698.0,1311362.0,1609210.0,1228046.0,1451786.0,1504708.0
The Vines Estate,1952500.0,2700000.0,2261111.0,2976666.0,3217000.0,3861363.0,4121428.0,4580833.0,3957436.0,2320000.0
Clovelly,,,,,,,,,,
Gustrouw,430692.0,435785.0,457750.0,552931.0,367829.0,558125.0,538400.0,733076.0,566500.0,805000.0
Alphen,3354000.0,5012500.0,7275000.0,5723666.0,5820000.0,8566666.0,7400000.0,8116666.0,6750000.0,12000000.0
Eagles Nest,,,,,,,,,,
Epping Forest,239090.0,240000.0,246902.0,355714.0,287857.0,387500.0,375400.0,250000.0,389166.0,480000.0
Plumstead,1008290.0,1051239.0,1146005.0,1251419.0,1458299.0,1587783.0,1723512.0,1899466.0,1830013.0,1898014.0
Diazville,195627.0,156741.0,209440.0,193508.0,182400.0,128691.0,222375.0,242357.0,200115.0,81166.0
Jagtershof,546421.0,678315.0,705812.0,818521.0,868052.0,866750.0,1004571.0,987176.0,1076035.0,1349000.0
Topkamp,180000.0,171600.0,114642.0,118500.0,117200.0,188571.0,184200.0,235000.0,51666.0,235500.0
Oudtshoorn Rural,,,,,,,,,,
Atlantis Central,,,,,,,,,,
Bel Ombre,7455882.0,6609074.0,10288333.0,6875714.0,9266666.0,2900000.0,14475000.0,12159500.0,14166666.0,13000000.0
Milnerton,898536.0,737119.0,1032866.0,1121879.0,1257279.0,1454942.0,1526929.0,1475045.0,1550707.0,1441031.0
Groot Brakrivier,859340.0,847482.0,849561.0,895320.0,946364.0,996261.0,1008601.0,1044776.0,1230513.0,1332172.0
Rosedale,472714.0,481000.0,459750.0,554000.0,606666.0,488545.0,659250.0,671250.0,682500.0,720000.0
Fairway Heights,1153500.0,1343333.0,1054545.0,848888.0,919000.0,2198888.0,1509461.0,2040625.0,1728888.0,780000.0
Somerset Country Estate,992171.0,838435.0,763010.0,869286.0,1206777.0,1788227.0,2445000.0,1973885.0,2141666.0,
Firgrove,384000.0,503750.0,360000.0,486333.0,443714.0,557333.0,432000.0,589166.0,650555.0,675000.0
Constantia Heights,9000000.0,8500000.0,7500000.0,6100000.0,10733333.0,12370000.0,6925000.0,9500000.0,7875000.0,7450000.0
Kelderhof Country Village,468450.0,993246.0,1091271.0,975337.0,1000023.0,1411149.0,2032329.0,2351109.0,2439051.0,2213000.0
Paradise,1607142.0,1720000.0,1832571.0,1439323.0,2397222.0,1994686.0,1957777.0,1145501.0,2239090.0,
Blouberg,901606.0,903413.0,954617.0,1066425.0,1116963.0,1275451.0,1393241.0,1465942.0,1609064.0,1602688.0
N1 City,60800000.0,3083323.0,13926666.0,730000.0,10509052.0,11625000.0,21786000.0,6000000.0,61859166.0,59640000.0
Hermanus Rural,,,,,,,,,,
Oceanview Heights,273900.0,324995.0,617100.0,798642.0,506657.0,635711.0,261730.0,374982.0,589869.0,524964.0
Kingswood Golf Estate,676932.0,615769.0,1177609.0,1261663.0,1103926.0,967563.0,1180067.0,740440.0,2056538.0,3046111.0
Goodwood Central,437228.0,478078.0,1635000.0,630510.0,480100.0,744000.0,691363.0,953125.0,1787371.0,1390000.0
Hout Bay,2154843.0,2170260.0,2158504.0,2471255.0,2850729.0,3003449.0,3785415.0,3397544.0,3301043.0,3600000.0
Meiringspark,747666.0,692500.0,818750.0,823333.0,845000.0,814583.0,935018.0,1034545.0,1018214.0,1207500.0
Highbury Park,403528.0,437290.0,449084.0,511018.0,542827.0,578624.0,654235.0,736097.0,775800.0,848487.0
Fraaiuitsig,817120.0,805198.0,714367.0,998757.0,680578.0,873600.0,709376.0,966697.0,1170975.0,1036295.0
Dobson,949782.0,865952.0,1061923.0,1089333.0,1093712.0,990545.0,1319787.0,1631470.0,1577500.0,2000000.0
Roosendal,207731.0,227483.0,220073.0,242761.0,248363.0,254112.0,279710.0,289787.0,367060.0,449000.0
